pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
8296,The dog is running through the wet sand,There is no dog running on the beach,2.4,NEUTRAL
8300,A chubby faced boy is wearing sunglasses,A chubby faced boy is wearing dark glasses,4.5,ENTAILMENT
8304,A chubby faced boy is wearing sunglasses,Sunglasses are being worn by a boy,4.5,ENTAILMENT
8305,A chubby faced boy is wearing sunglasses,A girl is wearing sunglasses,3.3,NEUTRAL
8306,A chubby faced boy is wearing sunglasses,A boy is wearing sunglasses,4.3,ENTAILMENT
8307,Children are being dressed in costumes and playing a game,Kids are being dressed in costumes and playing a game,4.9,ENTAILMENT
8312,Kids are being dressed in costumes and playing a game,A young boy with painted face is standing next to some other children,2.7,NEUTRAL
8314,A young girl with painted face is standing next to some other children,Kids are not dressed in costumes and playing a game,2.9,NEUTRAL
8316,Dogs are racing on a track,Dogs are running on a track,4.7,ENTAILMENT
8317,Dogs are racing on a track,There is no dog racing on a track,3,CONTRADICTION
8321,A horse is not racing,Dogs are racing on a track,2.2,NEUTRAL
8323,A horse is racing,There is no dog racing on a track,2.7,NEUTRAL
8325,Two bmx bikers are jumping dirt ramps in front of the water,Two bmx bikers are jumping dirt ramps in front of a body of water,4.8,ENTAILMENT
8327,Some bikers are doing acrobatics on a track near water and a skyline,Some bikers are getting airborne on a track near water and a skyline,4.2,ENTAILMENT
8328,Some bikers are getting airborne on a track near water and a skyline,Some bikers are not getting airborne on a track near water and a skyline,3.9,CONTRADICTION
8329,Two bmx bikers are jumping dirt ramps in front of a body of water,Some bikers are doing acrobatics on a track near water and a skyline,3.3,NEUTRAL
8330,Two bmx bikers are jumping dirt ramps in front of a body of water,Some bikers are not getting airborne on a track near water and a skyline,3.9,NEUTRAL
8331,Two bmx bikers are jumping dirt ramps in front of the water,Some bikers are getting airborne on a track near water and a skyline,4.1,ENTAILMENT
8333,Two bmx bikers are jumping dirt ramps in front of a body of water,Some bikers are getting airborne on a track near water and a skyline,3.735,NEUTRAL
8335,A man is doing a trick on a skateboard,A man is doing a trick on a bike,2.5,NEUTRAL
8336,A man is doing a skateboard trick on an outdoor park porch,A man is doing a skateboard trick on a park porch,4.8,ENTAILMENT
8338,A man is doing a skateboard trick on a park porch,A man is doing a trick on a skateboard,4.4,ENTAILMENT
8339,A woman is doing a skateboard trick on an outdoor park porch,A man is doing a trick on a skateboard,3.6,NEUTRAL
8340,A man is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard,4.3,ENTAILMENT
8345,A man in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,4.6,ENTAILMENT
8347,A man in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,3.8,NEUTRAL
8349,A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,A man in a motocross uniform is wearing a helmet and rides a red motorcycle,4.3,ENTAILMENT
8351,A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,4.1,NEUTRAL
8352,People are sitting at square tables in a red room,People are sitting at tables in a red room,4.4,ENTAILMENT
8355,Several people are sitting at small tables in a light room,Several people are sitting at small tables in a darkened room,3.9,NEUTRAL
8356,People are sitting at square tables in a red room,Several people are sitting at little tables in a darkened room,3.4,NEUTRAL
8358,Several people are sitting at small tables in a darkened room,People are sitting at tables in a red room,3.7,NEUTRAL
8360,Several people are sitting at small tables in a darkened room,People are sitting at square tables in a red room,3.2,NEUTRAL
8363,A boy is jumping off the side of a water fountain made of stone in front of a building,A boy is jumping off the side of a stone water fountain in front of a building,4.6,ENTAILMENT
8366,A boy in a striped shirt is jumping in front of a water fountain,A boy is jumping on the side of a stone water fountain in front of a building,3.8,NEUTRAL
8367,A boy is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is playing in front of a water fountain,3,NEUTRAL
8368,A boy is jumping off the side of a stone water fountain in front of a building,A boy in a striped shirt is jumping behind a water fountain,3.4,NEUTRAL
8374,"Two large dogs, a light colored one and a dark one, are quickly moving through snowy terrain",Two dogs are leaping through snowy grass and rocks,3.6,NEUTRAL
8376,Two dogs are jumping through snowy grass and rocks,"Two large dogs, a light colored one and a dark one, are running through snowy terrain",4.2,NEUTRAL
8377,There is no dog leaping through snowy grass and rocks,"Two large dogs, a light colored one and a dark one, are running through snowy terrain",3.2,NEUTRAL
8379,A girl in blue is sliding down a green slide,A girl in blue is sliding down a slide,4.7,ENTAILMENT
8381,The young girl in blue is having fun on a slide,The young girl in blue is enjoying a slide,4.7,ENTAILMENT
8384,A girl in blue is sliding down a green slide,The young girl in blue is having fun on a swing,2.835,NEUTRAL
8388,A black man is walking next to a shop in a big city,A black man is walking next to a building in a big city,4.5,ENTAILMENT
8396,A black man is walking next to a building in a big city,A man is looking into the distance and people is walking between buildings behind,3.3,NEUTRAL
8400,There is no man playing guitar next to a drummer,A man is playing guitar next to a drummer,3.785,CONTRADICTION
8406,A black dog is jumping off a dock into a pond,A black dog is jumping off a dock into water,4.5,ENTAILMENT
8407,A black dog is jumping off a dock into a pond,A black dog is jumping on a dock into a pond,4.7,ENTAILMENT
8409,A black dog is jumping from a dock into the water,A white dog is jumping from a dock into the water,3.8,NEUTRAL
8412,A black dog is jumping off a dock into water,A black dog is jumping from a dock into the water,4.9,ENTAILMENT
8417,A little girl is smiling and running out of the house,A little girl is smiling and running outside,4.4,ENTAILMENT
8419,A little girl is smiling and running out of the house,A girl in a white dress is running,3.7,NEUTRAL
8421,A little girl is smiling and running outside,A bride in a white dress is running,2.6,NEUTRAL
8424,A skier in black is catching a tiny bit of air,A skier dressed in black is catching a tiny bit of air,4.9,ENTAILMENT
8425,A skier in white is catching a tiny bit of air,A skier in black is catching a tiny bit of air,4,NEUTRAL
8426,A man is skiing down a snowy mountain,A man is skiing down a snowy hill,4.1,NEUTRAL
8430,A skier dressed in black is catching a tiny bit of air,A man is skiing down a snowy hill,3.7,NEUTRAL
8431,A man is skiing down a snowy hill,A skier in white is catching a tiny bit of air,3.8,NEUTRAL
8434,A child is playing slip and slide in the grass,A child is not playing slip and slide in the grass,3.9,CONTRADICTION
8435,A child is splashing in a pool for children and other kids are playing in the background,A child is splashing in a pool for children and other children are playing in the background,4.9,ENTAILMENT
8437,A child is playing slip and slide in the grass,A child is splashing in a pool for children and other kids are playing in the background,2.6,NEUTRAL
8441,A child is playing slip and slide in the grass,A child is splashing in a pool for children and other children are playing in the background,2.6,NEUTRAL
8444,Two men are looking out and binoculars are being held by one of them,Two men are looking out and one is holding binoculars,4.9,ENTAILMENT
8446,Two men are standing together and one is looking through binoculars,Two men are looking out and binoculars are being held by one of them,4,ENTAILMENT
8449,Two women are standing together and one is looking through binoculars,Two men are looking out and one is holding binoculars,2.7,NEUTRAL
8452,A motorcyclist on a bike is leaning into a sharp corner,There is no motorcyclist on a bike leaning into a sharp corner,3.2,CONTRADICTION
8453,A man on a motorcycle is turning around a corner,A man on a motorcycle is going around a corner,4.9,ENTAILMENT
8455,A motorcyclist on a bike is leaning into a sharp corner,A man on a motorcycle is turning around a corner,4.5,ENTAILMENT
8456,A motorcyclist on a bike is leaning into a sharp corner,A woman on a motorcycle is going around a corner,4,NEUTRAL
8457,A motorcyclist on a bike is leaning into a sharp corner,A man on a motorcycle is going around a corner,4.2,NEUTRAL
8458,A man on a motorcycle is going around a corner,There is no motorcyclist on a bike leaning into a sharp corner,3.9,CONTRADICTION
8459,A man on a motorcycle is going around a corner,A motorcyclist on a bike is leaning into a sharp corner,4,NEUTRAL
8460,A man with a backwards hat is sitting on the ground,A person with a backwards hat is sitting on the ground,4.6,ENTAILMENT
8462,A young man in a white shirt and gold and black hat is sitting with crossed legs,A young person in a white shirt and gold and black hat is sitting with crossed legs,4.7,ENTAILMENT
8469,A young oriental girl is standing above the crowd and is playing with a pinwheel,A young oriental girl is standing above people and is playing with a pinwheel,4.7,ENTAILMENT
8470,A young occidental girl is standing above the crowd and is playing with a pinwheel,A young oriental girl is standing above the crowd and is playing with a pinwheel,4.2,NEUTRAL
8474,A young oriental girl is standing above the crowd and is playing with a pinwheel,A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a woman with grey hair,2.6,NEUTRAL
8475,A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair,A young oriental girl is standing above people and is playing with a pinwheel,2.4,NEUTRAL
8476,A young occidental girl is standing above the crowd and is playing with a pinwheel,A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair,2.7,NEUTRAL
8479,A young man on a bmx bicycle is jumping on a masonry pyramid,A young man on a bmx bicycle is jumping off a masonry pyramid,4.4,ENTAILMENT
8481,There is no bicyclist jumping on a pyramid-shaped ramp,A bicyclist is jumping on a pyramid-shaped ramp,4.1,CONTRADICTION
8482,A young man on a bmx bicycle is jumping off a masonry pyramid,A man on a bike is jumping on a pyramid-shaped ramp,4,NEUTRAL
8483,There is no bicyclist jumping on a pyramid-shaped ramp,A young man on a bmx bicycle is jumping off a masonry pyramid,3.9,NEUTRAL
8484,A young man on a bmx bicycle is jumping off a pyramid,A bicyclist is jumping on a pyramid-shaped ramp,4,ENTAILMENT
8486,A bicyclist is jumping on a pyramid-shaped ramp,A young man on a bmx bicycle is jumping off a masonry pyramid,4.2,ENTAILMENT
8489,A man with no shirt is holding a football,A football is being held by a man with no shirt,5,ENTAILMENT
8490,A man with a shirt is holding a football,A man with no shirt is holding a football,3.3,NEUTRAL
8492,A man with a shirt is holding a football,A shirtless man is playing football on a lawn,2.7,NEUTRAL
8493,A shirtless man is playing football on a field,A man with no shirt is holding a football,3.5,NEUTRAL
8494,A man with no shirt is holding a football,A shirtless man is playing football in a gym,4,NEUTRAL
8501,The person is not going into the water,The man is going into the water,3.5,NEUTRAL
8502,The man is going into the lake,The person is going into the water,4.3,ENTAILMENT
8504,The man is going into the water,The person is going into the water,4.5,ENTAILMENT
8506,Two people are sitting on a park bench on a sunny day,Two people are sitting on a park bench on a rainy day,3.2,NEUTRAL
8507,Two women dressed in white and black are relaxing on a bench,Two women dressed in white and black are sitting on a bench,4.2,NEUTRAL
8511,Two people are sitting on a park bench on a hot day,Two women dressed in white and black are sitting on a bench,3.6,NEUTRAL
8512,Two women dressed in white and black are sitting on a bench,Two people are sitting on a park bench on a rainy day,3.9,NEUTRAL
8514,Five people are standing in the grass with three dogs,Five people are standing in the grass with some dogs,4.4,ENTAILMENT
8516,Five people are standing with three dogs in the green field beside the road,Five people are standing with three dogs in the park beside the road,4.3,NEUTRAL
8517,Five people are running with three dogs in the green field beside the road,Five people are standing with three dogs in the green field beside the road,3.5,NEUTRAL
8520,Five people are standing with three dogs in the green field beside the road,Five people are standing in the grass with some dogs,4.4,ENTAILMENT
8521,Five people are standing in the grass with no dogs,Five people are standing with three dogs in the green field beside the road,3.7,CONTRADICTION
8524,An old woman is carrying a lot of colorful scarves on the beach,A young woman is carrying a lot of colorful scarves on the beach,4.2,NEUTRAL
8525,A rainbow afghan is being held by a girl in gold and purple,A girl in gold and purple is holding a rainbow afghan,5,ENTAILMENT
8528,A man in gold and purple is holding a rainbow afghan,A young woman is carrying a lot of colorful scarves on the beach,1.5,NEUTRAL
8529,A girl in gold and purple is holding a rainbow afghan,A girl is carrying a lot of colorful scarves on the beach,2.3,NEUTRAL
8530,An old woman is carrying a lot of colorful scarves on the beach,A girl in gold and purple is holding a rainbow afghan,1.5,NEUTRAL
8532,A light brown dog is running in the water,A light brown dog is sprinting in the water,4.7,ENTAILMENT
8536,A light brown dog is running in the water,A tan dog is playing in the water on the bank of a pond,4,NEUTRAL
8537,A light brown dog is running in the water,A tan dog is splashing in the water on the bank of a river,3.9,NEUTRAL
8538,A tan dog is splashing in the water on the bank of a pond,A light brown dog is sprinting in the water,2.9,NEUTRAL
8541,The child is splashing water in a small blue pool,The child is splashing water in a pool,4.5,ENTAILMENT
8543,A baby is splashing inside a blue paddling pool,A toddler is making a splash inside a blue paddling pool,4.4,ENTAILMENT
8551,A grey silky dog is running in the grass and a brown dog looks on,A grey silky dog is lying in the grass and a brown dog is looking on,4.3,CONTRADICTION
8555,The brown dog is spotting a black dog and is playing in the dry grass,A grey silky dog is lying in the grass and a brown dog is looking on,2.4,NEUTRAL
8561,A man in a hat is standing outside of a green jeep,A man in a hat is standing outside of a green vehicle,4.5,ENTAILMENT
8562,A man in a hat is standing outside of a green jeep,A man with no hat is standing outside of a green jeep,3.95,CONTRADICTION
8563,A man is standing on a dirt hill next to a black jeep,A man in a hat is standing outside of a green vehicle,2.6,NEUTRAL
8564,A man with no hat is standing outside of a green jeep,A man is standing on a dirt hill next to a black jeep,3.4,NEUTRAL
8566,A man in a hat is standing outside of a green jeep,A man is standing on a black jeep on a dirt hill,2.4,NEUTRAL
8567,A man in a hat is standing outside of a green jeep,A man is standing on a dirt hill next to a black jeep,3.4,NEUTRAL
8569,A black dog and a small white and black dog are looking up at a kitchen countertop,A black cat and a small white and black cat are looking up at a kitchen countertop,2.2,NEUTRAL
8571,A large dog and a small dog are standing next to the kitchen counter and are investigating,A large dog and a small dog is standing on the kitchen counter and investigate,4.4,ENTAILMENT
8572,A black dog and a small white and black dog are looking up at a kitchen countertop,A large dog and a small dog are standing next to the kitchen counter and are sniffing,4.2,NEUTRAL
8574,A large dog and a small dog are standing next to the kitchen counter and are investigating,Two dogs are looking up at a kitchen countertop,4.3,NEUTRAL
8578,A dog is rolling on the ground,A dog is sleeping on the ground,3.8,NEUTRAL
8581,A tan dog which is dirty is rolling in the dirt and looking right at the camera,A dog is rolling on the ground,4.3,ENTAILMENT
8582,A dirty tan dog is rolling in the water and looking right at the camera,A dog is rolling on the ground,2.6,NEUTRAL
8584,A dirty tan dog is rolling in the dirt and looking right at the camera,A dog is sleeping on the ground,3.1,NEUTRAL
8586,An Arabic man is wearing a white hat,A white hat is being worn by an Arabic man,4.9,ENTAILMENT
8588,A man with a white hat and brown shirt is behind a woman in red and is looking to the left,A man with a white hat and brown shirt is behind a woman in red and is looking to the side,4.5,ENTAILMENT
8589,A man with a white hat and brown shirt is behind a woman in red and is looking to the right,A man with a white hat and brown shirt is behind a woman in red and is looking to the left,4.3,NEUTRAL
8590,An Arabic man is wearing a white hat,A man with a white hat and brown shirt is behind a woman in red and is looking to the side,2.6,NEUTRAL
8593,An Arabic man isn't wearing a white hat,A man with a white hat and brown shirt is behind a woman in red and is looking to the left,2.3,NEUTRAL
8594,A man with a white hat and brown shirt is behind a woman in red and is looking to the left,An Arabic man is wearing a white hat,2.4,NEUTRAL
8596,Little kids are playing in a water fountain in front of lots of people,Little kids are playing in a water fountain in front of few people,4.1,NEUTRAL
8597,Children are playing in a fountain that is spraying water from the ground,Children are playing in ground fountains,4.3,ENTAILMENT
8598,Children are playing in a fountain that is spraying water from the ground,Animals are playing in fountains that spray water from the ground,3.35,NEUTRAL
8600,Little kids are playing in a water fountain in front of lots of people,Animals are playing in fountains that spray water from the ground,2.9,NEUTRAL
8601,Little boys are playing in a water fountain in front of lots of people,Children are playing in a fountain that is spraying water from the ground,3.7,NEUTRAL
8606,A person on a yellow bike is airborne,A cyclist on a yellow bike is airborne,4.9,ENTAILMENT
8607,A cyclist on a yellow bike is airborne,There is no cyclist on a yellow bike airborne,3.9,CONTRADICTION
8608,A person on a yellow bike is airborne,A person on a yellow dirt bike is taking a jump,4.3,ENTAILMENT
8609,There is no cyclist on a yellow bike airborne,A person on a yellow dirt bike is taking a jump,3.7,CONTRADICTION
8610,A man on a yellow dirt bike is taking a jump,A cyclist on a yellow bike is airborne,4.5,ENTAILMENT
8611,A person on a yellow clean bike is taking a jump,A cyclist on a yellow bike is airborne,4.4,ENTAILMENT
8613,The bicycle is being ridden by a man wearing a beret on a recreation trail,A man is wearing a beret and is riding the bicycle on a recreation trail,5,ENTAILMENT
8614,A man is wearing a beret and is riding the bicycle on a recreation trail,A woman is wearing a beret and is riding the bicycle on a recreation trail,3.4,NEUTRAL
8618,A man is wearing a beret and is riding the bicycle on a recreation trail,An old man with a grey beard is not riding a bike,2.365,NEUTRAL
8620,A woman is wearing a beret and is riding the bicycle on a recreation trail,An old man with a grey beard is riding a bike,2.7,NEUTRAL
8622,Five adults are sitting on stone steps,Five adults are sitting on steps made of stone,4.9,ENTAILMENT
8624,People are sitting against a wall,People are sitting near a wall,4.1,ENTAILMENT
8626,Five adults are sitting on stone steps,People are sitting near a wall,3,NEUTRAL
8627,Five adults are sitting on stone steps,People is standing against a wall,1.8,NEUTRAL
8629,Five adults are sitting on a chair,People are sitting against a wall,2.8,NEUTRAL
8630,People are sitting against a wall,Five adults are sitting on stone steps,3.2,NEUTRAL
8631,A man is rock climbing and a city and a bay are in the background,A person is rock climbing and a city and a bay are in the background,4.4,ENTAILMENT
8635,"A man is rock climbing, stopping and calculating the route",A man is rock climbing and a city and a bay are in the background,3.8,NEUTRAL
8636,"A woman is rock climbing, pausing and calculating the route",A man is rock climbing and a city and a bay are in the background,3.5,NEUTRAL
8637,"A man is rock climbing, pausing and calculating the route",A person is rock climbing and a city and a bay are in the background,3.55,NEUTRAL
8639,"A man is rock climbing, pausing and calculating the route",A man is rock climbing and a city and a bay are in the background,3.3,NEUTRAL
8645,A little girl is hitting a ball off a tee,A little girl in a pink shirt is playing t-ball and taking a swing,4.1,NEUTRAL
8646,A little girl is missing a baseball on a tee,A little girl in a pink shirt is playing t-ball and taking a swing,3.9,NEUTRAL
8647,A little girl in a pink shirt is playing t-ball and taking a swing,A girl is hitting a little tee with a baseball,3.3,NEUTRAL
8649,A little girl is hitting a baseball off a tee,A little boy in a pink shirt is playing t-ball and taking a swing,3.3,NEUTRAL
8651,People are grouping at a stand at the fair,A group of people is gathering at a stand at the fair,4.8,ENTAILMENT
8656,A group of people is gathering at a stand at the fair,The people are running at a carnival,2.8,NEUTRAL
8657,People are grouping at a stand at the fair,The people are standing at a carnival,3.6,NEUTRAL
8663,Rollerbladers are rolling in formation down a hill,Rollerbladers are not rolling in formation down a hill,4.3,CONTRADICTION
8664,Rollerbladers are running in formation down a hill,A group of rollerbladers is lining up on the street,3.8,NEUTRAL
8665,Rollerbladers are not rolling in formation down a hill,A group of rollerbladers is lining up on the street,3.2,NEUTRAL
8668,Rollerbladers are rolling in formation down a hill,A group of rollerbladers is lining up on the street,3.4,NEUTRAL
8669,A woman is marching with a pair of dogs,A woman is walking with a pair of dogs,4.4,ENTAILMENT
8674,A woman is marching with a pair of dogs,A woman is showing a dog with very short hair at a dog show,2.4,NEUTRAL
8675,A woman is walking with a pair of dogs,A woman is showing a dog with very long hair at a dog show,2.8,NEUTRAL
8676,A woman is standing with a pair of dogs,A woman is showing a dog with very long hair at a dog show,3,NEUTRAL
8679,A skateboarder is making a jump off a ramp,No skateboarder is making a jump off a ramp,3.3,CONTRADICTION
8680,A man dressed in black is wearing inline skates and performing acrobatics on a rail,A man dressed in black is wearing inline skates and performing a trick on a rail,4.6,ENTAILMENT
8683,A skateboarder is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail,3,NEUTRAL
8684,A man dressed in black is wearing inline skates and performing a trick on a rail,A skateboarder is jumping off a ramp,3,NEUTRAL
8685,No skateboarder is making a jump off a ramp,A man dressed in black is wearing inline skates and performing a trick on a rail,2.3,NEUTRAL
8686,A man dressed in black is wearing inline skates and performing a trick on a rail,A skateboarder is making a jump off a ramp,2.4,NEUTRAL
8689,Three children are running down a grassy hillside,Three children are running down a hillside covered by grass,4.9,ENTAILMENT
8690,Three children are running up a grassy hillside,Three children are running down a grassy hillside,4.3,NEUTRAL
8691,Three children are running down a hillside covered by grass,Three children are running down hill,4.3,ENTAILMENT
8692,Three children are running down hill,Three children are running up a grassy hillside,3.8,NEUTRAL
8696,A black and orange bird is standing on the lawn,A black and orange bird is standing in the grass,4.6,ENTAILMENT
8697,A black and orange bird is standing in the grass,A black and orange bird is not standing in the grass,3.4,CONTRADICTION
8699,A white bird with a yellow beak is standing in the green grass,A black bird with a yellow beak is standing in the green grass,3.8,NEUTRAL
8702,A black and orange bird is standing on the lawn,A black bird with a yellow beak is standing in the green grass,3.7,NEUTRAL
8705,A shirtless man is posing with a girl who is hiking in a park,A shirtless person is posing with a girl who is hiking in a park,4.6,ENTAILMENT
8708,A man with a shirt is posing with the arms spread next to a woman,A man without a shirt is posing with the arms spread next to a woman,4.2,NEUTRAL
8709,A shirtless man is posing with a girl who is hiking in a park,A man without a shirt is posing with the arms spread near a woman,4.1,ENTAILMENT
8712,A man without a shirt is posing with the arms spread next to a woman,A shirtless woman is posing with a girl who is hiking in a park,2.9,NEUTRAL
8716,Two white puppies are playing near a pool,Two white puppies are playing near water,4.4,ENTAILMENT
8719,Two white dogs are running together,Two black puppies are playing near a pool,1.6,NEUTRAL
8724,A group of people are not standing around a sound mixing table,A group of people are standing around a sound mixing table,3.1,CONTRADICTION
8728,A group of people are standing around a sound mixing table,A group of people are not looking at sound equipment,3.7,NEUTRAL
8738,A young couple is sleeping in bed,A young couple is lying on a bed together,4.1,NEUTRAL
8739,A young couple is lying on a bed together,A young couple is not lying in bed,3.7,CONTRADICTION
8741,Three men are walking across a rope and wood bridge over a river,Three people are walking across a rope and wood bridge over a river,4.5,ENTAILMENT
8742,Three people are walking across a rope and wood bridge over a river,Three people are walking across a rope and steel bridge over a river,4,NEUTRAL
8743,People are crossing a rope bridge over a rocky stream,People are walking across a rope bridge over a rocky stream,4.9,ENTAILMENT
8746,Three people are walking across a rope and wood bridge over a river,People are not walking across a rope bridge over a rocky stream,3.285,NEUTRAL
8748,Three people are walking across a rope and steel bridge over a river,People are walking across a rope bridge over a rocky stream,3.6,ENTAILMENT
8749,People are walking across a rope bridge over a rocky stream,Three people are walking across a rope and wood bridge over a river,4.35,NEUTRAL
8750,Four people are walking on a bridge over a river,Four people are walking on a bridge over a body of water,4.6,ENTAILMENT
8751,Four people are walking on a bridge over a body of water,Four people are sitting on a bridge over a body of water,4.1,NEUTRAL
8753,Several people are walking in line across a bridge,Several people are not walking in line across a bridge,3.8,CONTRADICTION
8756,Four people are walking on a bridge over a river,Several people are walking in line across a bridge,3.9,NEUTRAL
8757,Four people are sitting on a bridge over a body of water,Several people are walking in line across a bridge,3.3,NEUTRAL
8759,A young boy is jumping into water,A young kid is jumping into water,4.9,ENTAILMENT
8760,A young boy is jumping out of the water,A young boy is jumping into water,3.5,CONTRADICTION
8766,A young boy is jumping out of the water,A child is wearing a yellow jacket and is jumping down from a rock,2.2,NEUTRAL
8767,A child is wearing a yellow jacket and is jumping down from a rock,A young boy is jumping into water,2.6,NEUTRAL
8768,The young child is riding a three wheeled scooter down the sidewalk,A young child is riding a three wheeled scooter down the sidewalk,4.9,ENTAILMENT
8775,No young child is riding a three wheeled scooter down the sidewalk,A toddler is riding a plastic scooter toy,3.6,NEUTRAL
8777,Three men are sitting on a mountainside and looking at the view with a pair of binoculars,Three hikers are sitting on a mountainside and looking at the view with a pair of binoculars,4.4,ENTAILMENT
8779,Three men are lying on a hill and looking at the mountains and sky,Three men are sitting on a hill and looking at the mountains and sky,4.2,NEUTRAL
8781,Three men are lying on a hill and looking at the mountains and sky,Three hikers are sitting on a mountainside and looking at the view with a pair of binoculars,3.1,NEUTRAL
8783,Three men are sitting on a mountainside and looking at the view with a pair of binoculars,Three men are sitting on a hill and looking at the mountains and sky,3.7,NEUTRAL
8784,Three hikers are standing on a mountainside and looking at the view with a pair of binoculars,Three men are sitting on a hill and looking at the mountains and sky,3.6,NEUTRAL
8787,A girl is skipping rope in a park,A girl is skipping rope on a sidewalk,4,NEUTRAL
8790,A young girl is jumping rope on a sidewalk near a parking garage,A girl is skipping rope on a sidewalk,4.1,ENTAILMENT
8791,A girl is skipping rope on a sidewalk,A boy is jumping rope on a sidewalk near a parking garage,3.8,NEUTRAL
8794,A girl is jumping rope on a sidewalk near a parking garage,A girl is skipping rope on a sidewalk,4.3,ENTAILMENT
8796,People are clustered around a bonfire at night,People are clustered around a bonfire at morning,3.6,NEUTRAL
8800,No people is sitting around a fire at night,People are clustered around a bonfire at night,3.9,CONTRADICTION
8801,People are sitting around a bonfire at night,Several people are sitting around a fire at night,4.3,ENTAILMENT
8805,A white dog is standing in a lake,A brown dog is standing in a lake,3.4,NEUTRAL
8813,Two dogs are running through the park,Two animals are running through the park,4.5,ENTAILMENT
8814,Two dogs are running through the beach,Two dogs are running through the park,3.2,NEUTRAL
8815,Two dogs are running quickly through the park,Two dogs are running quickly through a park,5,ENTAILMENT
8816,Two dogs are walking slowly through a park,Two dogs are running quickly through a park,3.7,NEUTRAL
8822,A boy is speeding down a steep slide,A kid is speeding down a steep slide,4.8,ENTAILMENT
8823,A girl is speeding down a steep slide,A boy is speeding down a steep slide,3.7,NEUTRAL
8830,A boy is speeding down a steep slide,A boy is wearing all black and is sliding down a blow up yellow slide,3.9,NEUTRAL
8834,A man with a white moustache is sitting on a balcony and is looking at the road below,A man with a white moustache is standing on a balcony and is looking at the road below,4.4,NEUTRAL
8836,A man with a white moustache is sitting on a balcony and is looking at the road below,A man is leaning on the ledge of a balcony,3.7,NEUTRAL
8838,A woman is leaning on the ledge of a balcony,A man with a white moustache is standing on a balcony and is looking at the road below,2.8,NEUTRAL
8842,A brown and white dog with a brown and black bandanna is quickly running ,A brown and white dog with a brown and black bandanna is running very fast,4.9,ENTAILMENT
8844,A small white dog is running across a lawn,A brown and white dog with a brown and black bandanna is quickly running ,2.8,NEUTRAL
8846,A brown and white dog with a brown and black bandanna is running very fast,A small white dog is running in a lawn,2.9,NEUTRAL
8848,A brown and white dog with a brown and black bandanna is running very fast,A small white dog is running across a lawn,3.4,NEUTRAL
8852,A black dog on a leash is walking in the water,A white dog on a leash is walking in the water,3.6,NEUTRAL
8854,A white dog on a leash is walking in the water,The dog is on a leash and is walking out of the water,3.6,NEUTRAL
8856,A black dog on a leash is walking in the water,The dog is on a leash and is walking in the water,4.3,ENTAILMENT
8858,A red sled is being held by a little girl in a green coat and a boy walking in the snow,A little girl in a green coat and a boy holding a red sled are walking in the snow,4.2,ENTAILMENT
8859,A little girl in a green coat and a boy holding a red sled are walking in the snow,A little girl in a green coat and a boy holding a red sled are lying in the snow,3.7,NEUTRAL
8862,A little girl in a green coat and a boy holding a red sled are walking in the snow,A child is wearing a coat and is carrying a red sled near a child in a green and black coat,3.8,NEUTRAL
8867,A boy is sitting on the ground,A toddler is sitting down,3.3,NEUTRAL
8869,A boy is sitting in a seat,A toddler is sitting in a seat,3.7,NEUTRAL
8873,A boy is sitting on the ground,A boy is sitting in a seat,3.7,NEUTRAL
8875,A boy is sitting in a seat,A toddler is sitting down,4.2,NEUTRAL
8876,A dog is catching a black frisbee,A dog is biting a black frisbee,4.1,NEUTRAL
8878,A large wet yellow dog is retrieving a toy,A large wet yellow dog is holding a toy,4.3,NEUTRAL
8879,A large wet yellow dog is retrieving a toy,A large wet yellow cat is retrieving a toy,2.9,NEUTRAL
8888,A man is walking in a city street,A woman is walking in a city street,3.5,NEUTRAL
8892,A woman is walking in a city street,A man is wearing a long black jacket and a brown hat and is walking past a park with a lot of blooming trees,1.6,NEUTRAL
8894,Two people are riding motorbikes,Motorbikes are being ridden by two people,4.9,ENTAILMENT
8901,Dirt bikers are riding on a trail,Two people are not riding motorbikes,2.7,NEUTRAL
8902,Two people are riding motorbikes,Dirt bikers are riding on a trail,3.6,NEUTRAL
8903,A man is leaning against a pole and is surrounded by people,A man is leaning against a pole and is surrounded,4.2,ENTAILMENT
8907,A middle eastern man is standing against a lamp post near to other people,A man is leaning against a pole and is surrounded by people,3.7,ENTAILMENT
8908,A middle eastern woman is standing with her back against a lamp post near to other people,A man is leaning against a pole and is surrounded by people,2.5,NEUTRAL
