pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment,row.sentence_A,row.sentence_B,jaccard_score,Num_words_Sentence_B,Num_words_Sentence_A,difference_in_words
6028,A dog is walking away from the tail of an animal in the grass,A dog is chasing the tail of an animal in the grass,3.1,NEUTRAL,A dog is walking away from the tail of an animal in the grass,A dog is chasing the tail of an animal in the grass,0.7142857142857143,12,14,2
6029,A small dog is chasing a large brown cow,The tail of an animal is being chasing by a dog in the grass,2.9,NEUTRAL,A small dog is chasing a large brown cow,The tail of an animal is being chasing by a dog in the grass,0.23529411764705882,14,9,-5
6030,A small dog is chasing a large brown cow,A dog is walking away from the tail of an animal in the grass,2.5,NEUTRAL,A small dog is chasing a large brown cow,A dog is walking away from the tail of an animal in the grass,0.16666666666666666,14,9,-5
6032,There is no small dog chasing a large brown cow,A dog is chasing the tail of an animal in the grass,3.3,NEUTRAL,There is no small dog chasing a large brown cow,A dog is chasing the tail of an animal in the grass,0.23529411764705882,12,10,-2
6035,The small child is wading through the water and is being guided by another person,The small child is not wading through the water and is not being guided by another person,4.5,CONTRADICTION,The small child is wading through the water and is being guided by another person,The small child is not wading through the water and is not being guided by another person,0.9285714285714286,17,15,-2
6037,A young child is splashing in the water,There is no young child splashing in the water,4.0,CONTRADICTION,A young child is splashing in the water,There is no young child splashing in the water,0.7,9,8,-1
6038,A young child is watering a plant with splashes,A young child is splashing in the water,3.5,NEUTRAL,A young child is watering a plant with splashes,A young child is splashing in the water,0.3333333333333333,8,9,1
6041,The small child is wading through the water and is being guided by another person,A young child is watering a plant with splashes,2.0,NEUTRAL,The small child is wading through the water and is being guided by another person,A young child is watering a plant with splashes,0.10526315789473684,9,15,6
6044,The small child is wading through the water and is being guided by another person,A young child is splashing in the water,3.5,NEUTRAL,The small child is wading through the water and is being guided by another person,A young child is splashing in the water,0.23529411764705882,8,15,7
6045,A woman is looking curiously at a man,A man is being curiously looked at by a woman,4.4,ENTAILMENT,A woman is looking curiously at a man,A man is being curiously looked at by a woman,0.6,10,8,-2
6050,A woman is looking curiously at a man,A man and a woman are outside and are wearing light colored shirts,1.6,NEUTRAL,A woman is looking curiously at a man,A man and a woman are outside and are wearing light colored shirts,0.21428571428571427,13,8,-5
6051,A man is being curiously looked at by a woman,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",2.7,NEUTRAL,A man is being curiously looked at by a woman,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",0.19047619047619047,21,10,-11
6052,A woman is ignoring a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",1.9,NEUTRAL,A woman is ignoring a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",0.23529411764705882,21,6,-15
6053,A woman is looking curiously at a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",2.4,NEUTRAL,A woman is looking curiously at a man,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background",0.21052631578947367,21,8,-13
6054,The little dog is grabbing the bedroom slipper with its mouth funnily,The little dog is grabbing the bedroom slipper with its mouth,4.8,ENTAILMENT,The little dog is grabbing the bedroom slipper with its mouth funnily,The little dog is grabbing the bedroom slipper with its mouth,0.9090909090909091,11,12,1
6056,A brown dog is looking closely at a brown and white dog,A brown dog is staring attentively at a brown and white dog,4.8,ENTAILMENT,A brown dog is looking closely at a brown and white dog,A brown dog is staring attentively at a brown and white dog,0.6363636363636364,12,12,0
6060,A brown dog is staring attentively at a brown and white dog,The little dog is grabbing the bedroom slipper with its mouth funnily,2.5,NEUTRAL,A brown dog is staring attentively at a brown and white dog,The little dog is grabbing the bedroom slipper with its mouth funnily,0.1111111111111111,12,12,0
6061,A brown dog is staring attentively at a brown and white dog,The little dog is dropping the bedroom slipper from its mouth,2.4,NEUTRAL,A brown dog is staring attentively at a brown and white dog,The little dog is dropping the bedroom slipper from its mouth,0.11764705882352941,11,12,1
6065,A person in a blue jacket is jumping off of a tall cement wall,A person in a blue colored jacket is jumping off of a tall cement wall,4.9,ENTAILMENT,A person in a blue jacket is jumping off of a tall cement wall,A person in a blue colored jacket is jumping off of a tall cement wall,0.9230769230769231,15,14,-1
6068,A person in a blue colored jacket is jumping off of a tall cement wall,The man is performing a large jump,3.4,NEUTRAL,A person in a blue colored jacket is jumping off of a tall cement wall,The man is performing a large jump,0.1111111111111111,7,15,8
6072,A person in a blue jacket is jumping off of a tall cement wall,The man is not performing a large jump,2.735,NEUTRAL,A person in a blue jacket is jumping off of a tall cement wall,The man is not performing a large jump,0.1111111111111111,8,14,6
6075,A woman in jeans is sitting on the saddle of a horse,A woman in jeans is standing near a horse with a saddle,3.5,NEUTRAL,A woman in jeans is sitting on the saddle of a horse,A woman in jeans is standing near a horse with a saddle,0.5,12,12,0
6077,A person wearing jeans is sitting on top of a horse saddle,There is no person wearing jeans sitting on top of a horse saddle,3.7,CONTRADICTION,A person wearing jeans is sitting on top of a horse saddle,There is no person wearing jeans sitting on top of a horse saddle,0.8461538461538461,13,12,-1
6080,The woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,4.3,ENTAILMENT,The woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,0.5714285714285714,12,12,0
6082,A woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,4.3,ENTAILMENT,A woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,0.5714285714285714,12,12,0
6083,The brown dog and the red dog are frolicking on the beach,A brown dog and a red dog are frolicking on the beach,4.9,ENTAILMENT,The brown dog and the red dog are frolicking on the beach,A brown dog and a red dog are frolicking on the beach,0.9,12,12,0
6084,A brown dog and a red dog are sitting sadly on the beach,A brown dog and a red dog are frolicking on the beach,3.9,NEUTRAL,A brown dog and a red dog are sitting sadly on the beach,A brown dog and a red dog are frolicking on the beach,0.75,12,13,1
6085,The brown dogs are playfully fighting on the sandy beach,The brown dogs are playfully fighting on the sandy shore,4.8,ENTAILMENT,The brown dogs are playfully fighting on the sandy beach,The brown dogs are playfully fighting on the sandy shore,0.8,10,10,0
6086,The brown dogs are playfully fighting on the sandy beach,The brown dogs are not playfully fighting on the sandy beach,3.7,CONTRADICTION,The brown dogs are playfully fighting on the sandy beach,The brown dogs are not playfully fighting on the sandy beach,0.9,11,10,-1
6088,The brown dogs are not playfully fighting on the sandy beach,A brown dog and a red dog are frolicking on the beach,3.6,NEUTRAL,The brown dogs are not playfully fighting on the sandy beach,A brown dog and a red dog are frolicking on the beach,0.3333333333333333,12,11,-1
6092,The man is standing steadily next to a birdcage,The man is standing next to a bird cage,4.5,ENTAILMENT,The man is standing steadily next to a birdcage,The man is standing next to a bird cage,0.6363636363636364,9,9,0
6093,The man is sitting next to a birdcage,The man is standing next to a bird cage,4.5,NEUTRAL,The man is sitting next to a birdcage,The man is standing next to a bird cage,0.5454545454545454,9,8,-1
6095,There is no man standing beside a large and colorful birdcage,A man is standing beside a large and colorful birdcage,4.6,CONTRADICTION,There is no man standing beside a large and colorful birdcage,A man is standing beside a large and colorful birdcage,0.8181818181818182,10,11,1
6096,A man is standing beside a birdcage which is large and colorful,The man is standing next to a bird cage,4.6,ENTAILMENT,A man is standing beside a birdcage which is large and colorful,The man is standing next to a bird cage,0.26666666666666666,9,12,3
6098,The man is standing steadily next to a birdcage,A man is standing beside a large and colorful birdcage,4.4,NEUTRAL,The man is standing steadily next to a birdcage,A man is standing beside a large and colorful birdcage,0.38461538461538464,10,9,-1
6099,A man is standing beside a large and colorful birdcage,The man is sitting next to a birdcage,3.2,NEUTRAL,A man is standing beside a large and colorful birdcage,The man is sitting next to a birdcage,0.3076923076923077,8,10,2
6101,One brown and black dog is running through the leaves,A brown and black dog is running through the leaves,4.8,ENTAILMENT,One brown and black dog is running through the leaves,A brown and black dog is running through the leaves,0.8181818181818182,10,10,0
6103,A brown and black dog is running through the leaves,A dog and a black man are running through brown leaves,3.4,NEUTRAL,A brown and black dog is running through the leaves,A dog and a black man are running through brown leaves,0.6666666666666666,11,10,-1
6104,A dog in a colored coat is running swiftly across the yard,A dog in a colored coat is running across the yard,4.3,ENTAILMENT,A dog in a colored coat is running swiftly across the yard,A dog in a colored coat is running across the yard,0.9090909090909091,11,12,1
6105,There is no dog in a colored coat running across the yard,A dog in a colored coat is running across the yard,3.7,CONTRADICTION,There is no dog in a colored coat running across the yard,A dog in a colored coat is running across the yard,0.8333333333333334,11,12,1
6106,A dog in a colored coat is running across the yard,A dog in the yard is running across colored coats,3.3,NEUTRAL,A dog in a colored coat is running across the yard,A dog in the yard is running across colored coats,0.8181818181818182,10,11,1
6108,A brown and black dog is running through the leaves,There is no dog in a colored coat running across the yard,3.1,NEUTRAL,A brown and black dog is running through the leaves,There is no dog in a colored coat running across the yard,0.29411764705882354,12,10,-2
6109,A dog in the yard is running across colored coats,A brown and black dog is running through the leaves,2.6,NEUTRAL,A dog in the yard is running across colored coats,A brown and black dog is running through the leaves,0.3333333333333333,10,10,0
6112,A dog in a colored coat is running across the yard,A dog and a black man are running through brown leaves,3.3,NEUTRAL,A dog in a colored coat is running across the yard,A dog and a black man are running through brown leaves,0.17647058823529413,11,11,0
6117,A black and white dog is holding a baseball in its mouth,A black and white dog is dropping a baseball from its mouth,4.1,NEUTRAL,A black and white dog is holding a baseball in its mouth,A black and white dog is dropping a baseball from its mouth,0.6923076923076923,12,12,0
6120,"A dog, which has a brown and white coat, is holding a baseball in its mouth",A black and white dog is holding a baseball in its mouth,4.1,NEUTRAL,"A dog, which has a brown and white coat, is holding a baseball in its mouth",A black and white dog is holding a baseball in its mouth,0.5625,12,16,4
6122,A black and white dog is holding a baseball in its mouth,A brown and white dog is holding a baseball in its mouth,3.4,NEUTRAL,A black and white dog is holding a baseball in its mouth,A brown and white dog is holding a baseball in its mouth,0.8333333333333334,12,12,0
6123,A boy wearing red shorts is jumping into a paddling pool,A kid wearing red shorts is jumping into a paddling pool,4.6,ENTAILMENT,A boy wearing red shorts is jumping into a paddling pool,A kid wearing red shorts is jumping into a paddling pool,0.8181818181818182,11,11,0
6127,"A boy, who looks young and is wearing a red swimsuit, is jumping into a blue kiddies pool",A boy wearing red shorts is jumping into a paddling pool,4.0,NEUTRAL,"A boy, who looks young and is wearing a red swimsuit, is jumping into a blue kiddies pool",A boy wearing red shorts is jumping into a paddling pool,0.3888888888888889,11,18,7
6128,A boy wearing red shorts is jumping into a paddling pool,A young boy wearing a red swimsuit is jumping out of a blue kiddies pool,3.4,NEUTRAL,A boy wearing red shorts is jumping into a paddling pool,A young boy wearing a red swimsuit is jumping out of a blue kiddies pool,0.4375,15,11,-4
6133,A group of dogs are resting without muzzles,A group of dogs are racing and have muzzles on their noses,3.1,NEUTRAL,A group of dogs are resting without muzzles,A group of dogs are racing and have muzzles on their noses,0.42857142857142855,12,8,-4
6135,A group of racing dogs is wearing striped uniforms and is running down a track,A group of dogs bred for racing is wearing striped uniforms and is running down a track,4.7,ENTAILMENT,A group of racing dogs is wearing striped uniforms and is running down a track,A group of dogs bred for racing is wearing striped uniforms and is running down a track,0.8666666666666667,17,15,-2
6136,A group of racing dogs is wearing striped uniforms and is running down a track,There is no group of racing dogs wearing striped uniforms and running down a track,4.0,CONTRADICTION,A group of racing dogs is wearing striped uniforms and is running down a track,There is no group of racing dogs wearing striped uniforms and running down a track,0.8666666666666667,15,15,0
6137,A group of dogs are racing and have muzzles on their noses,A group of dogs bred for racing is wearing striped uniforms and is running down a track,3.4,NEUTRAL,A group of dogs are racing and have muzzles on their noses,A group of dogs bred for racing is wearing striped uniforms and is running down a track,0.2857142857142857,17,12,-5
6144,Two people are walking near the water,Two people are wading through the water,3.5,NEUTRAL,Two people are walking near the water,Two people are wading through the water,0.5555555555555556,7,7,0
6145,Two people are standing in the ocean and watching the sunset,Two people are standing in the ocean and looking at the sunset,5.0,ENTAILMENT,Two people are standing in the ocean and watching the sunset,Two people are standing in the ocean and looking at the sunset,0.75,12,11,-1
6147,Two people are standing in the ocean and looking at the sunset,Two people are wading through the water,3.3,ENTAILMENT,Two people are standing in the ocean and looking at the sunset,Two people are wading through the water,0.2857142857142857,7,12,5
6150,Two people are walking near the water,Two people are standing in the ocean and watching the sunset,3.4,NEUTRAL,Two people are walking near the water,Two people are standing in the ocean and watching the sunset,0.3076923076923077,11,7,-4
6152,A race car driver is standing up and is fiercely pointing his hand at the sky,A race car driver is standing up and pointing his hand at the sky,4.6,ENTAILMENT,A race car driver is standing up and is fiercely pointing his hand at the sky,A race car driver is standing up and pointing his hand at the sky,0.9333333333333333,14,16,2
6154,The person in the blue jacket is wearing a colorful helmet,A person in a blue jacket is wearing a colorful helmet,5.0,ENTAILMENT,The person in the blue jacket is wearing a colorful helmet,A person in a blue jacket is wearing a colorful helmet,0.9,11,11,0
6155,The person in the blue jacket is putting down a colorful helmet,The person in the blue jacket is wearing a colorful helmet,3.3,NEUTRAL,The person in the blue jacket is putting down a colorful helmet,The person in the blue jacket is wearing a colorful helmet,0.75,11,12,1
6157,A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is putting down a colorful helmet,1.7,NEUTRAL,A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is putting down a colorful helmet,0.13636363636363635,12,14,2
6159,The person in the blue jacket is wearing a colorful helmet,A race car driver is sitting down and is motionless,1.3,NEUTRAL,The person in the blue jacket is wearing a colorful helmet,A race car driver is sitting down and is motionless,0.11764705882352941,10,11,1
6160,A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is wearing a colorful helmet,1.8,NEUTRAL,A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is wearing a colorful helmet,0.14285714285714285,11,14,3
6161,A boy and a girl in swimsuits are wearing arm floats,A boy and a girl in swimsuits are wearing floats for their arms,4.9,ENTAILMENT,A boy and a girl in swimsuits are wearing arm floats,A boy and a girl in swimsuits are wearing floats for their arms,0.6923076923076923,13,11,-2
6164,The boy and the girl are playing and wearing arm floats,The boy and the girl are not playing and wearing arm floats,3.6,CONTRADICTION,The boy and the girl are playing and wearing arm floats,The boy and the girl are not playing and wearing arm floats,0.9,12,11,-1
6169,A boy and a girl in swimsuits are wearing arm floats,The boy and the girl are playing and wearing arm floats,4.4,NEUTRAL,A boy and a girl in swimsuits are wearing arm floats,The boy and the girl are playing and wearing arm floats,0.5833333333333334,11,11,0
6170,A woman in a yellow dyed shirt is surfing on a pink surfboard,A woman in a yellow shirt is surfing on a pink surfboard,4.6,ENTAILMENT,A woman in a yellow dyed shirt is surfing on a pink surfboard,A woman in a yellow shirt is surfing on a pink surfboard,0.9090909090909091,12,13,1
6171,A woman in a yellow shirt is surfing on a pink surfboard,There is no woman in a yellow shirt surfing on a pink surfboard,3.2,CONTRADICTION,A woman in a yellow shirt is surfing on a pink surfboard,There is no woman in a yellow shirt surfing on a pink surfboard,0.8333333333333334,13,12,-1
6174,A surfer is falling off the wave,A surfer is riding the wave,3.8,CONTRADICTION,A surfer is falling off the wave,A surfer is riding the wave,0.625,6,7,1
6175,A surfer is riding the wave,A rider is waving at a surfer,2.4,NEUTRAL,A surfer is riding the wave,A rider is waving at a surfer,0.3333333333333333,7,6,-1
6176,The wave is being ridden by a surfer,A woman in a yellow shirt is surfing on a pink surfboard,3.6,NEUTRAL,The wave is being ridden by a surfer,A woman in a yellow shirt is surfing on a pink surfboard,0.125,12,8,-4
6178,A rider is waving at a surfer,A woman in a yellow shirt is surfing on a pink surfboard,3.0,NEUTRAL,A rider is waving at a surfer,A woman in a yellow shirt is surfing on a pink surfboard,0.14285714285714285,12,7,-5
6179,A woman in a yellow dyed shirt is surfing on a pink surfboard,A surfer is riding the wave,3.5,ENTAILMENT,A woman in a yellow dyed shirt is surfing on a pink surfboard,A surfer is riding the wave,0.13333333333333333,6,13,7
6180,A surfer is riding the wave,There is no woman in a yellow shirt surfing on a pink surfboard,2.2,NEUTRAL,A surfer is riding the wave,There is no woman in a yellow shirt surfing on a pink surfboard,0.125,13,6,-7
6183,Four people are sitting on a low cement ledge,Some people are sitting on a low cement ledge,4.5,ENTAILMENT,Four people are sitting on a low cement ledge,Some people are sitting on a low cement ledge,0.8,9,9,0
6185,The group of people is sitting on a ledge which is rocky and a scenic view is behind them,The group of people is sitting on a rocky ledge and a scenic view is behind them,5.0,ENTAILMENT,The group of people is sitting on a ledge which is rocky and a scenic view is behind them,The group of people is sitting on a rocky ledge and a scenic view is behind them,0.9375,17,19,2
6186,The group of people is sitting on a rocky ledge and a scenic view is behind them,The group of people is not sitting on a rocky ledge with a scenic view behind them,3.9,CONTRADICTION,The group of people is sitting on a rocky ledge and a scenic view is behind them,The group of people is not sitting on a rocky ledge with a scenic view behind them,0.8235294117647058,17,17,0
6187,The group of people is sitting on a ledge which is rocky and a scenic view is behind them,Four people are sitting on a low cement ledge,3.3,NEUTRAL,The group of people is sitting on a ledge which is rocky and a scenic view is behind them,Four people are sitting on a low cement ledge,0.25,9,19,10
6188,The group of people is not sitting on a rocky ledge with a scenic view behind them,Four people are sitting on a low cement ledge,2.7,NEUTRAL,The group of people is not sitting on a rocky ledge with a scenic view behind them,Four people are sitting on a low cement ledge,0.25,9,17,8
6191,The group of people is sitting on a rocky ledge and a scenic view is behind them,Four people are sitting on a low cement ledge,3.2,NEUTRAL,The group of people is sitting on a rocky ledge and a scenic view is behind them,Four people are sitting on a low cement ledge,0.2631578947368421,9,17,8
6193,Two girls are laughing and other girls are watching them,There is no girl laughing and there is no other girl watching,3.2,CONTRADICTION,Two girls are laughing and other girls are watching them,There is no girl laughing and there is no other girl watching,0.3333333333333333,12,10,-2
6194,A group of Asian girls are standing together,The group of Asian girls are standing together,4.9,ENTAILMENT,A group of Asian girls are standing together,The group of Asian girls are standing together,0.7777777777777778,8,8,0
6195,A group of Asian girls are standing by themselves,A group of Asian girls are standing together,3.7,ENTAILMENT,A group of Asian girls are standing by themselves,A group of Asian girls are standing together,0.7,8,9,1
6197,A group of Asian girls are standing by themselves,Two girls are laughing and other girls are watching them,2.1,NEUTRAL,A group of Asian girls are standing by themselves,Two girls are laughing and other girls are watching them,0.13333333333333333,10,9,-1
6198,A group of Asian girls are standing together,Two girls are laughing breathlessly and other girls are watching them,2.4,NEUTRAL,A group of Asian girls are standing together,Two girls are laughing breathlessly and other girls are watching them,0.13333333333333333,11,8,-3
6199,There is no girl laughing and there is no other girl watching,A group of Asian girls are standing together,1.8,NEUTRAL,There is no girl laughing and there is no other girl watching,A group of Asian girls are standing together,0.0,8,12,4
6200,A group of Asian girls are standing together,Two girls are laughing and other girls are watching them,2.4,NEUTRAL,A group of Asian girls are standing together,Two girls are laughing and other girls are watching them,0.14285714285714285,10,8,-2
6202,A bicyclist is holding a bike over his head in a group of people,A lone bicyclist is putting down a bike,3.1,CONTRADICTION,A bicyclist is holding a bike over his head in a group of people,A lone bicyclist is putting down a bike,0.26666666666666666,8,14,6
6205,A cold cyclist is celebrating,There is no cold cyclist celebrating,4.0,CONTRADICTION,A cold cyclist is celebrating,There is no cold cyclist celebrating,0.5714285714285714,6,5,-1
6206,Something is being celebrated by a cold cyclist,A bicyclist is holding a bike over his head in a group of people,3.2,NEUTRAL,Something is being celebrated by a cold cyclist,A bicyclist is holding a bike over his head in a group of people,0.1111111111111111,14,8,-6
6208,A cold cyclist is celebrating,A bike is being held over his head by a bicyclist in a group of people,2.3,NEUTRAL,A cold cyclist is celebrating,A bike is being held over his head by a bicyclist in a group of people,0.11764705882352941,16,5,-11
6209,A lone bicyclist is putting down a bike,A cold cyclist is celebrating,3.0,NEUTRAL,A lone bicyclist is putting down a bike,A cold cyclist is celebrating,0.2,5,8,3
6211,A cold cyclist is celebrating,A bicyclist is holding a bike over his head in a group of people,3.1,NEUTRAL,A cold cyclist is celebrating,A bicyclist is holding a bike over his head in a group of people,0.13333333333333333,14,5,-9
6212,A man is sitting peacefully on a boat in front of the sunset near a flag,"A man is sitting on a boat in font of the sunset, near a flag",4.3,ENTAILMENT,A man is sitting peacefully on a boat in front of the sunset near a flag,"A man is sitting on a boat in font of the sunset, near a flag",0.6875,15,16,1
6214,A man is on a ship in front of the sunset,A man is on a boat in front of the sunset,4.6,ENTAILMENT,A man is on a ship in front of the sunset,A man is on a boat in front of the sunset,0.8181818181818182,11,11,0
6215,There is no man on a boat in front of the sunset,A man is on a boat in front of the sunset,3.2,CONTRADICTION,There is no man on a boat in front of the sunset,A man is on a boat in front of the sunset,0.8333333333333334,11,12,1
6218,A man is sitting peacefully on a boat in front of the sunset near a flag,A man is on a boat in front of the sunset,4.5,ENTAILMENT,A man is sitting peacefully on a boat in front of the sunset near a flag,A man is on a boat in front of the sunset,0.7142857142857143,11,16,5
6224,The crowd is not watching two racing cars that are leaving the starting line,The crowd is watching two racing cars that are leaving the starting line,3.5,CONTRADICTION,The crowd is not watching two racing cars that are leaving the starting line,The crowd is watching two racing cars that are leaving the starting line,0.9230769230769231,13,14,1
6225,The crowd is watching two cars designed for racing that are leaving the starting line,People at a drag race are looking at the flames that are coming out of the cars,3.4,NEUTRAL,The crowd is watching two cars designed for racing that are leaving the starting line,People at a drag race are looking at the flames that are coming out of the cars,0.16666666666666666,17,15,-2
6232,A big dog and a small white dog are playing together,A big dog and a small dog with a white coat are playing together,4.5,ENTAILMENT,A big dog and a small white dog are playing together,A big dog and a small dog with a white coat are playing together,0.8181818181818182,14,11,-3
6233,A big dog and a small white dog are walking past each other,A big dog and a small white dog are playing together,3.9,NEUTRAL,A big dog and a small white dog are walking past each other,A big dog and a small white dog are playing together,0.5384615384615384,11,13,2
6234,Two dogs are playing together on the grass,A big dog and a small dog with a white coat are playing together,3.8,NEUTRAL,Two dogs are playing together on the grass,A big dog and a small dog with a white coat are playing together,0.1875,14,8,-6
6236,Two dogs are cheerfully playing together on the grass,A big dog and a small white dog are playing together,4.1,NEUTRAL,Two dogs are cheerfully playing together on the grass,A big dog and a small white dog are playing together,0.2,11,9,-2
6239,"A dog, which is brown, is jumping in the air",A brown dog is jumping in the air,4.9,ENTAILMENT,"A dog, which is brown, is jumping in the air",A brown dog is jumping in the air,0.5454545454545454,8,10,2
6241,A malnourished looking dog is standing on its hind legs and preparing to jump,The malnourished looking dog is standing on its hind legs and is preparing to jump,5.0,ENTAILMENT,A malnourished looking dog is standing on its hind legs and preparing to jump,The malnourished looking dog is standing on its hind legs and is preparing to jump,0.8666666666666667,15,14,-1
6242,A healthy looking dog is lying on the ground,A malnourished looking dog is standing on its hind legs and preparing to jump,3.0,NEUTRAL,A healthy looking dog is lying on the ground,A malnourished looking dog is standing on its hind legs and preparing to jump,0.2777777777777778,14,9,-5
6243,The malnourished looking dog is standing on its hind legs and is preparing to jump,A brown dog is jumping in the air,2.9,NEUTRAL,The malnourished looking dog is standing on its hind legs and is preparing to jump,A brown dog is jumping in the air,0.15789473684210525,8,15,7
6246,A brown dog is sitting down,A malnourished looking dog is standing on its hind legs and preparing to jump,2.5,NEUTRAL,A brown dog is sitting down,A malnourished looking dog is standing on its hind legs and preparing to jump,0.17647058823529413,14,6,-8
6248,The cop is sitting on a police bike,The cop is sitting on a police bicycle,4.8,ENTAILMENT,The cop is sitting on a police bike,The cop is sitting on a police bicycle,0.7777777777777778,8,8,0
6249,The cop is not sitting on a police bike,The cop is sitting on a police bike,3.5,CONTRADICTION,The cop is not sitting on a police bike,The cop is sitting on a police bike,0.8888888888888888,8,9,1
6250,A policeman is sitting tiredly on a motorcycle,A policeman is sitting on a motorcycle,4.6,ENTAILMENT,A policeman is sitting tiredly on a motorcycle,A policeman is sitting on a motorcycle,0.8571428571428571,7,8,1
6253,A policeman is sitting tiredly on a motorcycle,The cop is sitting on a police bike,4.1,ENTAILMENT,A policeman is sitting tiredly on a motorcycle,The cop is sitting on a police bike,0.36363636363636365,8,8,0
6258,A policeman is sitting on a motorcycle,The cop is sitting on a police bike,4.2,ENTAILMENT,A policeman is sitting on a motorcycle,The cop is sitting on a police bike,0.4,8,7,-1
6259,Two women are wearing bikinis on the sandy beach,Two women are wearing bikinis on the beach which is sandy,4.9,ENTAILMENT,Two women are wearing bikinis on the sandy beach,Two women are wearing bikinis on the beach which is sandy,0.8181818181818182,11,9,-2
6263,Two women are wearing bikinis on the sandy beach,Two women are wearing bikinis and walking on the sand,4.4,NEUTRAL,Two women are wearing bikinis on the sandy beach,Two women are wearing bikinis and walking on the sand,0.5833333333333334,10,9,-1
6266,Two women are wearing bikinis and are walking on the sand,There are no women wearing bikinis on the sandy beach,3.5,CONTRADICTION,Two women are wearing bikinis and are walking on the sand,There are no women wearing bikinis on the sandy beach,0.42857142857142855,10,11,1
6267,Two women are wearing bikinis and are walking on the sand,Two women are wearing bikinis on the sandy beach,4.3,ENTAILMENT,Two women are wearing bikinis and are walking on the sand,Two women are wearing bikinis on the sandy beach,0.5833333333333334,9,11,2
6272,A dog with a golden coat is swimming clumsily through the water,A dog is swimming in a lake and the sun is shining on him,3.3,NEUTRAL,A dog with a golden coat is swimming clumsily through the water,A dog is swimming in a lake and the sun is shining on him,0.2777777777777778,14,12,-2
6278,A black dog is sitting in the grass and keeping its mouth closed,A black dog is running in the grass and its tongue is hanging out,3.6,CONTRADICTION,A black dog is sitting in the grass and keeping its mouth closed,A black dog is running in the grass and its tongue is hanging out,0.5294117647058824,14,13,-1
6286,A black dog is hanging out in the grass and running with its tongue out,A black dog is running in the grass,4.8,ENTAILMENT,A black dog is hanging out in the grass and running with its tongue out,A black dog is running in the grass,0.5714285714285714,8,15,7
6288,"The cheerleaders are parading and wearing uniforms which are black, pink and white","The cheerleaders are parading and wearing black, pink and white uniforms",4.8,ENTAILMENT,"The cheerleaders are parading and wearing uniforms which are black, pink and white","The cheerleaders are parading and wearing black, pink and white uniforms",0.9090909090909091,11,13,2
6290,A large group of cheerleaders is walking in a parade,Many cheerleaders are walking in a parade,4.8,ENTAILMENT,A large group of cheerleaders is walking in a parade,Many cheerleaders are walking in a parade,0.45454545454545453,7,10,3
6291,A large group of cheerleaders is walking in a parade,There is no large group of cheerleaders walking in a parade,4.4,CONTRADICTION,A large group of cheerleaders is walking in a parade,There is no large group of cheerleaders walking in a parade,0.8181818181818182,11,10,-1
6292,Many cheerleaders are walking in a parade,"The cheerleaders are parading and wearing black, pink and white uniforms",3.6,NEUTRAL,Many cheerleaders are walking in a parade,"The cheerleaders are parading and wearing black, pink and white uniforms",0.13333333333333333,11,7,-4
6293,There is no large group of cheerleaders walking in a parade,"The cheerleaders are parading and wearing black, pink and white uniforms",3.7,NEUTRAL,There is no large group of cheerleaders walking in a parade,"The cheerleaders are parading and wearing black, pink and white uniforms",0.05,11,11,0
6295,A large group of cheerleaders is walking in a parade,"The cheerleaders are not parading and are not wearing black, pink and white uniforms",3.5,NEUTRAL,A large group of cheerleaders is walking in a parade,"The cheerleaders are not parading and are not wearing black, pink and white uniforms",0.05263157894736842,14,10,-4
6297,The man is sitting outside under a purple umbrella,The man is sitting outdoors under a purple umbrella,5.0,ENTAILMENT,The man is sitting outside under a purple umbrella,The man is sitting outdoors under a purple umbrella,0.8,9,9,0
6299,A shoeless woman is sitting on a blanket under a lavender umbrella,"A woman, who is shoeless, is sitting on a blanket under a lavender umbrella",4.8,ENTAILMENT,A shoeless woman is sitting on a blanket under a lavender umbrella,"A woman, who is shoeless, is sitting on a blanket under a lavender umbrella",0.6153846153846154,14,12,-2
6300,A shoeless woman is sitting on a blanket under a lavender umbrella,A shoeless woman is standing over a blanket near a lavender umbrella,3.8,NEUTRAL,A shoeless woman is sitting on a blanket under a lavender umbrella,A shoeless woman is standing over a blanket near a lavender umbrella,0.5384615384615384,12,12,0
